Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
59,0,3,715,2,2,3,2,1,1032,3,1,69,2,4,5,4,3,13726,21829,3,Y,2,13,3,1,80,0,30,4,3,5,3,4,3
37,1,3,1141,2,11,2,4,1,1033,1,1,61,1,2,1,2,2,4777,14382,5,Y,1,15,3,1,80,0,15,2,1,1,0,0,0
55,0,2,135,2,18,4,4,1,1034,3,2,62,3,2,1,2,2,6385,12992,3,Y,2,14,3,4,80,2,17,3,3,8,7,6,7
41,0,1,247,2,7,1,2,1,1035,2,1,55,1,5,6,3,1,19973,20284,1,Y,1,22,4,2,80,2,21,3,3,21,16,5,10
38,0,3,1035,3,3,4,2,1,1036,2,2,42,3,2,8,4,3,6861,4981,8,Y,2,12,3,3,80,0,19,1,3,1,0,0,0
26,1,1,265,3,29,2,4,1,1037,2,2,79,1,2,8,1,3,4969,21813,8,Y,1,18,3,4,80,0,7,6,3,2,2,2,2
52,1,3,266,3,2,1,3,1,1038,1,1,57,1,5,4,4,2,19845,25846,1,Y,1,15,3,4,80,1,33,3,3,32,14,6,9
44,0,3,1448,3,28,3,4,1,1039,4,1,53,4,4,8,4,2,13320,11737,3,Y,2,18,3,3,80,1,23,2,3,12,11,11,11
50,0,1,145,3,1,3,2,1,1040,4,1,95,3,2,8,3,2,6347,24920,0,Y,1,12,3,1,80,1,19,3,3,18,7,0,13
36,1,3,885,2,16,4,2,1,1042,3,1,43,4,1,3,1,3,2743,8269,1,Y,1,16,3,3,80,0,18,1,3,17,13,15,14
39,0,2,945,2,22,3,4,1,1043,4,1,82,3,3,5,1,3,10880,5083,1,Y,2,13,3,3,80,0,21,2,3,21,6,2,8
33,0,1,1038,3,8,1,2,1,1044,2,1,88,2,1,9,4,3,2342,21437,0,Y,1,19,3,4,80,0,3,2,2,2,2,2,2
45,0,3,1234,3,11,2,2,1,1045,4,1,90,3,4,4,4,2,17650,5404,3,Y,1,13,3,2,80,1,26,4,4,9,3,1,1
32,0,1,1109,2,29,4,4,1,1046,4,1,69,3,1,3,3,3,4025,11135,9,Y,1,12,3,2,80,0,10,2,3,8,7,7,7
34,0,3,216,3,1,4,3,1,1047,2,2,75,4,2,8,4,1,9725,12278,0,Y,1,11,3,4,80,1,16,2,2,15,1,0,9
59,0,3,1089,3,1,2,6,1,1048,2,2,66,3,3,4,4,2,11904,11038,3,Y,2,14,3,3,80,1,14,1,1,6,4,0,4
45,0,3,788,1,24,4,4,1,1049,2,2,36,3,1,2,2,3,2177,8318,1,Y,1,16,3,1,80,0,6,3,3,6,3,0,4
53,0,2,124,3,2,3,3,1,1050,3,1,38,2,3,8,2,2,7525,23537,2,Y,1,12,3,1,80,1,30,2,3,15,7,6,12
36,1,3,660,2,15,3,5,1,1052,1,2,81,3,2,3,3,1,4834,7858,7,Y,1,14,3,2,80,1,9,3,2,1,0,0,0
26,1,2,342,2,2,3,2,1,1053,1,2,57,3,1,7,1,2,2042,15346,6,Y,2,14,3,2,80,1,6,2,3,3,2,1,2
34,0,3,1333,3,10,4,2,1,1055,3,1,87,3,1,9,3,2,2220,18410,1,Y,2,19,3,4,80,1,1,2,3,1,1,0,0
28,0,3,1144,3,10,1,4,1,1056,4,2,74,3,1,9,2,2,1052,23384,1,Y,1,22,4,2,80,0,1,5,3,1,0,0,0
38,0,2,1186,2,3,4,5,1,1060,3,2,44,3,1,7,3,2,2821,2997,3,Y,1,16,3,1,80,1,8,2,3,2,2,2,2
50,0,3,1464,2,2,4,4,1,1061,2,2,62,3,5,6,3,2,19237,12853,2,Y,2,11,3,4,80,1,29,2,2,8,1,7,7
37,0,3,124,2,3,3,5,1,1062,4,1,35,3,2,1,2,3,4107,13848,3,Y,1,15,3,1,80,0,8,3,2,4,3,0,1
40,0,3,300,3,26,3,3,1,1066,3,2,74,3,2,8,1,2,8396,22217,1,Y,1,14,3,2,80,1,8,3,2,7,7,7,5
26,0,2,921,2,1,1,4,1,1068,1,1,66,2,1,7,3,1,2007,25265,1,Y,1,13,3,3,80,2,5,5,3,5,3,1,3
46,0,3,430,2,1,4,4,1,1069,4,2,40,3,5,6,4,1,19627,21445,9,Y,1,17,3,4,80,2,23,0,3,2,2,2,2
54,0,3,1082,3,2,4,2,1,1070,3,1,41,2,3,8,3,2,10686,8392,6,Y,1,11,3,2,80,1,13,4,3,9,4,7,0
56,0,2,1240,2,9,3,4,1,1071,1,1,63,3,1,7,3,2,2942,12154,2,Y,1,19,3,2,80,1,18,4,3,5,4,0,3
36,0,3,796,2,12,5,4,1,1073,4,1,51,2,3,5,4,3,8858,15669,0,Y,1,11,3,2,80,0,15,2,2,14,8,7,8
55,0,1,444,2,2,1,4,1,1074,3,2,40,2,4,4,1,3,16756,17323,7,Y,1,15,3,2,80,0,31,3,4,9,7,6,2
43,0,3,415,3,25,3,4,1,1076,3,2,79,2,3,8,4,1,10798,5268,5,Y,1,13,3,3,80,1,18,5,3,1,0,0,0
20,1,2,769,3,9,3,3,1,1077,4,1,54,3,1,9,4,3,2323,17205,1,Y,2,14,3,2,80,0,2,3,3,2,2,0,2
21,1,3,1334,2,10,3,2,1,1079,3,1,36,2,1,3,1,3,1416,17258,1,Y,1,13,3,1,80,0,1,6,2,1,0,1,0
46,0,3,1003,2,8,4,2,1,1080,4,1,74,2,2,7,1,1,4615,21029,8,Y,2,23,4,1,80,3,19,2,3,16,13,1,7
51,1,3,1323,2,4,4,2,1,1081,1,2,34,3,1,7,3,2,2461,10332,9,Y,2,12,3,3,80,3,18,2,4,10,0,2,7
28,1,1,1366,2,24,2,6,1,1082,2,2,72,2,3,1,1,3,8722,12355,1,Y,1,12,3,1,80,0,10,2,2,10,7,1,9
26,0,3,192,2,1,2,4,1,1083,1,2,59,2,1,3,1,2,3955,11141,1,Y,1,16,3,1,80,2,6,2,3,5,3,1,3
30,0,3,1176,2,20,3,5,1,1084,3,2,85,3,2,5,1,2,9957,9096,0,Y,1,15,3,3,80,1,7,1,2,6,2,0,2
41,0,3,509,2,7,2,6,1,1085,2,1,43,4,1,7,3,2,3376,18863,1,Y,1,13,3,3,80,0,10,3,3,10,6,0,8
38,0,3,330,2,17,1,2,1,1088,3,1,65,2,3,1,3,2,8823,24608,0,Y,1,18,3,1,80,1,20,4,2,19,9,1,9
40,0,3,1492,2,20,4,6,1,1092,1,2,61,3,3,1,4,2,10322,26542,4,Y,1,20,4,4,80,1,14,6,3,11,10,11,1
27,0,1,1277,2,8,5,2,1,1094,1,2,87,1,1,3,3,2,4621,5869,1,Y,1,19,3,4,80,3,3,4,3,3,2,1,2
55,0,2,1091,2,2,1,2,1,1096,4,2,65,3,3,5,2,2,10976,15813,3,Y,1,18,3,2,80,1,23,4,3,3,2,1,2
28,0,3,857,2,10,3,5,1,1097,3,1,59,3,2,7,3,3,3660,7909,3,Y,1,13,3,4,80,0,10,4,4,8,7,1,7
44,1,3,1376,1,1,2,4,1,1098,2,2,91,2,3,2,1,2,10482,2326,9,Y,1,14,3,4,80,1,24,1,3,20,6,3,6
33,0,3,654,2,5,3,2,1,1099,4,2,34,2,3,1,4,1,7119,21214,4,Y,1,15,3,3,80,1,9,2,3,3,2,1,2
35,1,3,1204,3,4,3,6,1,1100,4,2,86,3,3,8,1,3,9582,10333,0,Y,2,22,4,1,80,0,9,2,3,8,7,4,7
33,1,2,827,2,29,4,4,1,1101,1,1,54,2,2,7,3,3,4508,3129,1,Y,1,22,4,2,80,0,14,4,3,13,7,3,8
28,0,3,895,2,15,2,2,1,1102,1,2,50,3,1,3,3,1,2207,22482,1,Y,1,16,3,4,80,1,4,5,2,4,2,2,2
34,0,2,618,2,3,1,2,1,1103,1,2,45,3,2,1,4,3,7756,22266,0,Y,1,17,3,3,80,0,7,1,2,6,2,0,4
37,0,3,309,3,10,4,2,1,1105,4,1,88,2,2,8,4,1,6694,24223,2,Y,2,14,3,3,80,3,8,5,3,1,0,0,0
25,1,3,1219,2,4,1,6,1,1106,4,2,32,3,1,3,4,2,3691,4605,1,Y,2,15,3,2,80,1,7,3,4,7,7,5,6
26,1,3,1330,2,21,3,4,1,1107,1,2,37,3,1,3,3,1,2377,19373,1,Y,1,20,4,3,80,1,1,0,2,1,1,0,0
33,1,3,1017,2,25,3,4,1,1108,1,2,55,2,1,7,2,3,2313,2993,4,Y,2,20,4,2,80,0,5,0,3,2,2,2,2
42,0,3,469,2,2,2,4,1,1109,4,2,35,3,4,4,1,2,17665,14399,0,Y,1,17,3,4,80,1,23,3,3,22,6,13,7
28,1,2,1009,2,1,3,4,1,1111,1,2,45,2,1,3,2,1,2596,7160,1,Y,1,15,3,1,80,2,1,2,3,1,0,0,0
50,1,2,959,3,1,4,5,1,1113,4,2,81,3,2,8,3,3,4728,17251,3,Y,2,14,3,4,80,0,5,4,3,0,0,0,0
33,0,2,970,3,7,3,2,1,1114,4,1,30,3,2,8,2,2,4302,13401,0,Y,1,17,3,3,80,1,4,3,3,3,2,0,2
34,0,1,697,2,3,4,2,1,1115,3,2,40,2,1,7,4,2,2979,22478,3,Y,1,17,3,4,80,3,6,2,3,0,0,0,0
48,0,1,1262,2,1,4,4,1,1116,1,2,35,4,4,4,4,3,16885,16154,2,Y,1,22,4,3,80,0,27,3,2,5,4,2,1
45,0,1,1050,3,9,4,2,1,1117,2,1,65,2,2,8,3,2,5593,17970,1,Y,1,13,3,4,80,1,15,2,3,15,10,4,12
52,0,3,994,2,7,4,2,1,1118,2,2,87,3,3,1,2,3,10445,15322,7,Y,1,19,3,4,80,0,18,4,3,8,6,4,0
38,0,3,770,3,10,4,3,1,1119,3,2,73,2,3,8,3,1,8740,5569,0,Y,2,14,3,2,80,2,9,2,3,8,7,2,7
29,0,3,1107,2,28,4,2,1,1120,3,1,93,3,1,7,4,1,2514,26968,4,Y,1,22,4,1,80,1,11,1,3,7,5,1,7
28,0,3,950,2,3,3,4,1,1121,4,1,93,3,3,5,2,1,7655,8039,0,Y,1,17,3,2,80,3,10,3,2,9,7,1,7
46,0,3,406,3,3,1,3,1,1124,1,2,52,3,4,4,3,2,17465,15596,3,Y,1,12,3,4,80,1,23,3,3,12,9,4,9
38,0,3,130,3,2,2,3,1,1125,4,2,32,3,3,8,2,3,7351,20619,7,Y,1,16,3,3,80,0,10,2,3,1,0,0,0
43,0,2,1082,2,27,3,2,1,1126,3,1,83,3,3,5,1,2,10820,11535,8,Y,1,11,3,3,80,1,18,1,3,8,7,0,1
39,1,2,203,2,2,3,2,1,1127,1,2,84,3,4,1,4,1,12169,13547,7,Y,1,11,3,4,80,3,21,4,3,18,7,11,5
40,0,3,1308,2,14,3,4,1,1128,3,2,44,2,5,6,3,3,19626,17544,1,Y,1,14,3,1,80,0,21,2,4,20,7,4,9
21,0,3,984,2,1,1,6,1,1131,4,1,70,2,1,7,2,3,2070,25326,1,Y,2,11,3,3,80,0,2,6,4,2,2,2,2
39,0,1,439,2,9,3,2,1,1132,3,2,70,3,2,3,2,3,6782,8770,9,Y,1,15,3,3,80,0,9,2,2,5,4,0,3
36,0,1,217,2,18,4,2,1,1133,1,2,78,3,2,5,4,3,7779,23238,2,Y,1,20,4,1,80,0,18,0,3,11,9,0,9
31,0,2,793,3,20,3,2,1,1135,3,2,67,4,1,9,4,2,2791,21981,0,Y,1,12,3,1,80,1,3,4,3,2,2,2,2
28,0,3,1451,2,2,1,2,1,1136,1,2,67,2,1,7,2,2,3201,19911,0,Y,1,17,3,1,80,0,6,2,1,5,3,0,4
35,0,2,1182,3,11,2,3,1,1137,4,2,54,3,2,8,4,1,4968,18500,1,Y,1,11,3,4,80,1,5,3,3,5,2,0,2
49,0,3,174,3,8,4,6,1,1138,4,2,56,2,4,8,2,2,13120,11879,6,Y,1,17,3,2,80,1,22,3,3,9,8,2,3
34,0,2,1003,2,2,2,2,1,1140,4,2,95,3,2,5,3,3,4033,15834,2,Y,1,11,3,4,80,0,5,3,2,3,2,0,2
29,0,2,490,2,10,3,2,1,1143,4,1,61,3,1,7,2,1,3291,17940,0,Y,1,14,3,4,80,2,8,2,2,7,5,1,1
42,0,3,188,2,29,3,4,1,1148,2,2,56,1,2,3,4,3,4272,9558,4,Y,1,19,3,1,80,0,16,3,3,1,0,0,0
29,0,3,718,2,8,1,4,1,1150,2,2,79,2,2,5,4,2,5056,17689,1,Y,2,15,3,3,80,1,10,2,2,10,7,1,2
38,0,3,433,1,1,3,1,1,1152,3,2,37,4,1,2,3,2,2844,6004,1,Y,1,13,3,4,80,1,7,2,4,7,6,5,0
28,0,2,773,2,6,3,2,1,1154,3,2,39,2,1,7,3,1,2703,22088,1,Y,2,14,3,4,80,1,3,2,3,3,1,0,2
18,1,1,247,2,8,1,4,1,1156,3,2,80,3,1,3,3,3,1904,13556,1,Y,1,12,3,4,80,0,0,0,3,0,0,0,0
33,1,3,603,3,9,4,3,1,1157,1,1,77,3,2,8,1,3,8224,18385,0,Y,2,17,3,1,80,0,6,3,3,5,2,0,3
41,0,3,167,2,12,4,2,1,1158,2,2,46,3,1,3,4,2,4766,9051,3,Y,2,11,3,1,80,1,6,4,3,1,0,0,0
31,1,2,874,2,15,3,4,1,1160,3,2,72,3,1,3,3,2,2610,6233,1,Y,1,12,3,3,80,1,2,5,2,2,2,2,2
37,0,3,367,2,25,2,4,1,1161,3,1,52,2,2,1,4,1,5731,17171,7,Y,1,13,3,3,80,2,9,2,3,6,2,1,3
27,0,3,199,2,6,3,2,1,1162,4,2,55,2,1,7,3,2,2539,7950,1,Y,1,13,3,3,80,1,4,0,3,4,2,2,2
34,0,3,1400,3,9,1,2,1,1163,2,1,70,3,2,8,3,2,5714,5829,1,Y,1,20,4,1,80,0,6,3,2,6,5,1,3
35,0,3,528,1,8,4,6,1,1164,3,2,100,3,1,2,3,3,4323,7108,1,Y,1,17,3,2,80,0,6,2,1,5,4,1,4
29,1,3,408,3,23,1,2,1,1165,4,1,45,2,3,8,1,2,7336,11162,1,Y,1,13,3,1,80,1,11,3,1,11,8,3,10
40,0,2,593,2,9,4,4,1,1166,2,1,88,3,3,6,3,3,13499,13782,9,Y,1,17,3,3,80,0,20,3,2,18,7,2,13
42,1,2,481,3,12,3,2,1,1167,3,2,44,3,4,8,1,3,13758,2447,0,Y,2,12,3,2,80,0,22,2,2,21,9,13,14
42,0,3,647,3,4,4,3,1,1171,2,2,45,3,2,8,1,3,5155,2253,7,Y,1,13,3,4,80,0,9,3,4,6,4,1,5
35,0,3,982,2,1,4,4,1,1172,4,2,58,2,1,3,3,2,2258,16340,6,Y,1,12,3,2,80,1,10,2,3,8,0,1,7
24,0,3,477,2,24,3,4,1,1173,4,2,49,3,1,3,2,3,3597,6409,8,Y,1,22,4,4,80,0,6,2,3,4,3,1,2
28,1,3,1485,2,12,1,2,1,1175,3,1,79,3,1,3,4,2,2515,22955,1,Y,2,11,3,4,80,0,1,4,2,1,1,0,0
26,0,3,1384,2,3,4,4,1,1177,1,2,82,4,1,3,4,2,4420,13421,1,Y,1,22,4,2,80,1,8,2,3,8,7,0,7
30,0,3,852,3,10,3,3,1,1179,3,2,72,2,2,8,3,2,6578,2706,1,Y,1,18,3,1,80,1,10,3,3,10,3,1,4
40,0,2,902,2,26,2,4,1,1180,3,1,92,2,2,7,4,2,4422,21203,3,Y,2,13,3,4,80,1,16,3,1,1,1,0,0
35,0,3,819,2,2,3,2,1,1182,3,2,44,2,3,5,2,1,10274,19588,2,Y,1,18,3,2,80,1,15,2,4,7,7,6,4
34,0,2,669,2,1,3,4,1,1184,4,2,97,2,2,1,1,3,5343,25755,0,Y,1,20,4,3,80,0,14,3,3,13,9,4,9
35,0,2,636,2,4,4,5,1,1185,4,2,47,2,1,3,4,2,2376,26537,1,Y,1,13,3,2,80,1,2,2,4,2,2,2,2
43,1,3,1372,3,9,3,3,1,1188,1,1,85,1,2,8,3,3,5346,9489,8,Y,1,13,3,2,80,0,7,2,2,4,3,1,3
32,0,1,862,3,2,1,2,1,1190,3,1,76,3,1,9,1,1,2827,14947,1,Y,1,12,3,3,80,3,1,3,3,1,0,0,0
56,0,3,718,2,4,4,6,1,1191,4,1,92,3,5,4,1,1,19943,18575,4,Y,1,13,3,4,80,1,28,2,3,5,2,4,2
29,0,3,1401,2,6,1,4,1,1192,2,1,54,3,1,3,4,2,3131,26342,1,Y,1,13,3,1,80,1,10,5,3,10,8,0,8
19,0,3,645,2,9,2,2,1,1193,3,2,54,3,1,7,1,3,2552,7172,1,Y,1,25,4,3,80,0,1,4,3,1,1,0,0
45,0,3,1457,2,7,3,4,1,1195,1,1,83,3,1,7,3,2,4477,20100,4,Y,2,19,3,3,80,1,7,2,2,3,2,0,2
37,0,3,977,2,1,3,2,1,1196,4,1,56,2,2,5,4,2,6474,9961,1,Y,1,13,3,2,80,1,14,2,2,14,8,3,11
20,0,3,805,2,3,3,2,1,1198,1,2,87,2,1,3,3,3,3033,12828,1,Y,1,12,3,1,80,0,2,2,2,2,2,1,2
44,1,3,1097,2,10,4,2,1,1200,3,2,96,3,1,7,3,3,2936,10826,1,Y,2,11,3,3,80,0,6,4,3,6,4,0,2
53,0,3,1223,2,7,2,4,1,1201,4,1,50,3,5,4,3,1,18606,18640,3,Y,1,18,3,2,80,1,26,6,3,7,7,4,7
29,0,3,942,2,15,1,2,1,1202,2,1,69,1,1,7,4,2,2168,26933,0,Y,2,18,3,1,80,1,6,2,2,5,4,1,3
22,1,2,1256,2,3,4,2,1,1203,3,2,48,2,1,7,4,2,2853,4223,0,Y,2,11,3,2,80,1,1,5,3,0,0,0,0
46,0,3,1402,3,2,3,3,1,1204,3,1,69,3,4,4,1,2,17048,24097,8,Y,1,23,4,1,80,0,28,2,3,26,15,15,9
44,0,1,111,2,17,3,2,1,1206,4,2,74,1,1,7,3,3,2290,4279,2,Y,1,13,3,4,80,0,6,3,3,0,0,0,0
33,0,3,147,1,2,3,1,1,1207,2,2,99,3,1,2,3,2,3600,8429,1,Y,1,13,3,4,80,1,5,2,3,5,4,1,4
41,1,1,906,2,5,2,2,1,1210,1,2,95,2,1,7,1,1,2107,20293,6,Y,1,17,3,1,80,1,5,2,1,1,0,0,0
30,0,3,1329,3,29,4,2,1,1211,3,2,61,3,2,8,1,1,4115,13192,8,Y,1,19,3,3,80,3,8,3,3,4,3,0,3
40,0,2,1184,3,2,4,4,1,1212,2,2,62,3,2,8,2,2,4327,25440,5,Y,1,12,3,4,80,3,5,2,3,0,0,0,0
50,0,2,1421,2,2,3,4,1,1215,4,1,30,3,4,4,1,2,17856,9490,2,Y,1,22,4,3,80,1,32,3,3,2,2,2,2
28,0,3,1179,2,19,4,4,1,1216,4,2,78,2,1,3,1,2,3196,12449,1,Y,1,12,3,3,80,3,6,2,3,6,5,3,3
46,0,3,1450,2,15,2,2,1,1217,4,2,52,3,5,6,2,2,19081,10849,5,Y,1,11,3,1,80,1,25,2,3,4,2,0,3
35,0,3,1361,3,17,4,2,1,1218,3,2,94,3,2,8,1,2,8966,21026,3,Y,2,15,3,4,80,3,15,2,3,7,7,1,7
24,1,3,984,2,17,2,2,1,1219,4,1,97,3,1,3,2,2,2210,3372,1,Y,1,13,3,1,80,1,1,3,1,1,0,0,0
33,0,2,1146,3,25,3,4,1,1220,2,1,82,3,2,8,3,2,4539,4905,1,Y,1,12,3,1,80,1,10,3,2,10,7,0,1
36,0,3,917,2,6,4,2,1,1221,3,2,60,1,1,3,3,1,2741,6865,1,Y,1,14,3,3,80,1,7,4,3,7,7,1,7
30,0,3,853,2,7,4,2,1,1224,3,2,49,3,2,3,3,1,3491,11309,1,Y,1,13,3,1,80,3,10,4,2,10,7,8,9
44,0,3,200,2,29,4,5,1,1225,4,2,32,3,2,7,4,3,4541,7744,1,Y,1,25,4,2,80,0,20,3,3,20,11,13,17
20,0,3,654,3,21,3,3,1,1226,3,2,43,4,1,9,4,3,2678,5050,1,Y,1,17,3,4,80,0,2,2,3,2,1,2,2
46,0,3,150,2,2,4,6,1,1228,4,2,60,3,2,5,4,1,7379,17433,2,Y,1,11,3,3,80,1,12,3,2,6,3,1,4
42,0,1,179,1,2,5,4,1,1231,4,2,79,4,2,2,1,2,6272,12858,7,Y,1,16,3,1,80,1,10,3,4,4,3,0,3
60,0,3,696,3,7,4,3,1,1233,2,2,52,4,2,8,4,1,5220,10893,0,Y,2,18,3,2,80,1,12,3,3,11,7,1,9
32,0,2,116,2,13,3,5,1,1234,3,1,77,2,1,3,2,2,2743,7331,1,Y,1,20,4,3,80,1,2,2,3,2,2,2,2
32,0,2,1316,2,2,2,2,1,1235,4,1,38,3,2,7,3,3,4998,2338,4,Y,2,14,3,4,80,0,10,2,3,8,7,0,7
36,0,3,363,2,1,3,6,1,1237,3,1,77,1,3,5,1,1,10252,4235,2,Y,2,21,4,3,80,1,17,2,3,7,7,7,7
33,0,3,117,2,9,3,4,1,1238,1,2,60,3,1,7,4,2,2781,6311,0,Y,1,13,3,2,80,1,15,5,3,14,10,4,10
40,0,3,107,3,10,3,6,1,1239,2,1,84,2,2,8,2,1,6852,11591,7,Y,1,12,3,2,80,1,7,2,4,5,1,1,3
25,0,3,1356,3,10,4,2,1,1240,3,2,57,3,2,8,4,3,4950,20623,0,Y,1,14,3,2,80,0,5,4,3,4,3,1,1
30,0,3,1465,2,1,3,4,1,1241,4,2,63,3,1,7,2,2,3579,9369,0,Y,2,21,4,1,80,1,12,2,3,11,9,5,7
42,0,2,458,2,26,5,4,1,1242,1,1,60,3,3,6,1,2,13191,23281,3,Y,2,17,3,3,80,0,20,6,3,1,0,0,0
35,0,1,1212,3,8,2,3,1,1243,3,1,78,2,3,8,4,2,10377,13755,4,Y,2,11,3,2,80,1,16,6,2,13,2,4,12
27,0,3,1103,2,14,3,2,1,1244,1,2,42,3,1,7,1,2,2235,14377,1,Y,2,14,3,4,80,2,9,3,2,9,7,6,8
54,0,2,966,2,1,4,2,1,1245,4,1,53,3,3,5,3,1,10502,9659,7,Y,1,17,3,1,80,1,33,2,1,5,4,1,4
44,0,3,1117,2,2,1,2,1,1246,1,1,72,4,1,7,4,2,2011,19982,1,Y,1,13,3,4,80,1,10,5,3,10,5,7,7
19,1,1,504,2,10,3,4,1,1248,1,1,96,2,1,7,2,3,1859,6148,1,Y,2,25,4,2,80,0,1,2,4,1,1,0,0
29,0,3,1010,2,1,3,2,1,1249,1,1,97,3,1,7,4,1,3760,5598,1,Y,1,15,3,1,80,3,3,5,3,3,2,1,2
54,0,3,685,2,3,3,2,1,1250,4,2,85,3,4,6,4,2,17779,23474,3,Y,1,14,3,1,80,0,36,2,3,10,9,0,9
31,0,3,1332,2,11,2,4,1,1251,3,2,80,3,2,1,1,2,6833,17089,1,Y,2,12,3,4,80,0,6,2,2,6,5,0,1
31,0,3,1062,2,24,3,4,1,1252,3,1,96,2,2,1,1,3,6812,17198,1,Y,1,19,3,2,80,0,10,2,3,10,9,1,8
59,0,3,326,3,3,3,2,1,1254,3,1,48,2,2,8,4,3,5171,16490,5,Y,1,17,3,4,80,0,13,2,3,6,1,0,5
43,0,3,920,2,3,3,2,1,1255,3,2,96,1,5,6,4,2,19740,18625,3,Y,1,14,3,2,80,1,25,2,3,8,7,0,7
49,0,3,1098,2,4,2,4,1,1256,1,2,85,2,5,4,3,2,18711,12124,2,Y,1,13,3,3,80,1,23,2,4,1,0,0,0
36,0,2,469,2,3,3,6,1,1257,3,2,46,3,1,7,2,2,3692,9256,1,Y,1,12,3,3,80,0,12,2,2,11,10,0,7
48,0,3,969,2,2,2,6,1,1258,4,2,76,4,1,3,2,3,2559,16620,5,Y,1,11,3,3,80,0,7,4,2,1,0,0,0
27,0,3,1167,2,4,2,2,1,1259,1,2,76,3,1,7,3,1,2517,3208,1,Y,1,11,3,2,80,3,5,2,3,5,3,0,3
29,0,3,1329,2,7,3,2,1,1260,3,2,82,3,2,1,4,1,6623,4204,1,Y,2,11,3,2,80,2,6,2,3,6,0,1,0
48,0,3,715,2,1,3,2,1,1263,4,2,76,2,5,6,4,3,18265,8733,6,Y,1,12,3,3,80,0,25,3,4,1,0,0,0
29,0,3,694,2,1,3,2,1,1264,4,1,87,2,4,6,4,1,16124,3423,3,Y,1,14,3,2,80,2,9,2,2,7,7,1,7
34,0,3,1320,2,20,3,6,1,1265,3,1,89,4,1,7,3,2,2585,21643,0,Y,1,17,3,4,80,0,2,5,2,1,0,0,0
44,0,3,1099,3,5,3,3,1,1267,2,2,88,3,5,4,2,2,18213,8751,7,Y,1,11,3,3,80,1,26,5,3,22,9,3,10
33,0,3,536,3,10,5,3,1,1268,4,2,82,4,3,8,3,1,8380,21708,0,Y,2,14,3,4,80,2,10,3,3,9,8,0,8
19,0,3,265,2,25,3,2,1,1269,2,1,57,4,1,7,4,3,2994,21221,1,Y,2,12,3,4,80,0,1,2,3,1,0,0,1
23,0,3,373,2,1,2,2,1,1270,4,2,47,3,1,7,3,2,1223,16901,1,Y,1,22,4,4,80,1,1,2,3,1,0,0,1
25,1,2,599,3,24,1,2,1,1273,3,2,73,1,1,9,4,3,1118,8040,1,Y,2,14,3,4,80,0,1,4,3,1,0,1,0
26,0,3,583,2,4,2,2,1,1275,3,2,53,3,1,7,4,3,2875,9973,1,Y,2,20,4,2,80,0,8,2,2,8,5,2,2
45,1,3,1449,3,2,3,3,1,1277,1,1,94,1,5,4,2,3,18824,2493,2,Y,2,16,3,1,80,0,26,2,3,24,10,1,11
55,0,1,177,2,8,1,4,1,1278,4,2,37,2,4,1,2,1,13577,25592,1,Y,2,15,3,4,80,1,34,3,3,33,9,15,0
21,1,2,251,2,10,2,2,1,1279,1,1,45,2,1,3,3,3,2625,25308,1,Y,1,20,4,3,80,0,2,2,1,2,2,2,2
46,0,3,168,3,4,2,3,1,1280,4,1,33,2,5,4,2,2,18789,9946,2,Y,1,14,3,3,80,1,26,2,3,11,4,0,8
34,0,3,131,3,2,3,3,1,1281,3,1,86,3,2,8,1,3,4538,6039,0,Y,2,12,3,4,80,0,4,3,3,3,2,0,2
51,0,2,237,3,9,3,2,1,1282,4,2,83,3,5,4,2,1,19847,19196,4,Y,2,24,4,1,80,1,31,5,2,29,10,11,10
59,0,3,1429,2,18,4,4,1,1283,4,2,67,3,3,5,4,3,10512,20002,6,Y,1,12,3,4,80,0,25,6,2,9,7,5,4
34,0,2,135,2,19,3,4,1,1285,3,1,46,3,2,3,2,1,4444,22534,4,Y,1,13,3,3,80,2,15,2,4,11,8,5,10
28,0,2,791,2,1,4,4,1,1286,4,2,44,3,1,3,3,3,2154,6842,0,Y,2,11,3,3,80,0,5,2,2,4,2,0,2
44,0,3,1199,2,4,2,2,1,1288,3,2,92,4,5,4,1,1,19190,17477,1,Y,1,14,3,4,80,2,26,4,2,25,9,14,13
34,0,2,648,1,11,3,2,1,1289,3,2,56,2,2,2,2,2,4490,21833,4,Y,1,11,3,4,80,2,14,5,4,10,9,1,8
35,0,3,735,2,6,1,2,1,1291,3,2,66,3,1,7,3,2,3506,6020,0,Y,2,14,3,4,80,0,4,3,3,3,2,2,2
42,0,3,603,2,7,4,4,1,1292,2,1,78,4,2,7,2,2,2372,5628,6,Y,2,16,3,4,80,0,18,2,3,1,0,0,0
43,0,3,531,3,4,4,3,1,1293,4,1,56,2,3,8,4,3,10231,20364,3,Y,1,14,3,4,80,0,23,3,4,21,7,15,17
